frequency_hz,magnitude_db
1512.5,-8.80
1533.1,-9.08
1554.0,-8.55
1575.1,-9.04
1596.6,-9.53
1618.3,-11.78
1640.3,-10.02
1662.6,-8.94
1685.3,-10.55
1708.2,-11.34
1731.4,-11.74
1755.0,-10.50
1778.9,-9.30
1803.1,-7.78
1827.6,-8.46
1852.5,-6.93
1877.7,-8.02
1903.3,-10.12
1929.2,-7.86
1955.4,-7.14
1982.1,-8.10
2009.0,-9.13
2036.4,-14.10
2064.1,-9.30
2092.2,-8.85
2120.7,-8.53
2149.5,-7.03
2178.8,-6.19
2208.4,-6.44
2238.5,-6.22
2268.9,-5.89
2299.8,-5.66
2331.1,-2.86
2362.9,-4.15
2395.0,-3.34
2427.6,-1.72
2460.6,-1.83
2494.1,-2.53
2528.1,-4.90
2562.5,-4.43
2597.4,-4.04
2632.7,-8.27
2668.5,-6.44
2704.9,-7.32
2741.7,-10.10
2779.0,-10.43
2816.8,-9.43
2855.1,-10.08
2894.0,-6.80
2933.4,-12.52
2973.3,-10.58
3013.8,-9.49
3054.8,-12.35
3096.4,-10.74
3138.5,-10.11
3181.2,-9.27
3224.5,-9.78
3268.4,-8.58
3312.9,-9.78
3358.0,-9.57
3403.7,-11.95
3450.0,-11.60
3497.0,-8.59
3544.6,-10.12
3592.8,-9.42
3641.7,-9.50
3691.3,-12.23
3741.5,-9.25
3792.4,-11.61
3844.0,-9.75
3896.4,-9.83
3949.4,-11.72
4003.1,-9.31
4057.6,-12.34
4112.8,-9.99
4168.8,-10.92
4225.5,-9.83
4283.1,-10.00
4341.4,-11.06
4400.4,-10.27
4460.3,-11.51
4521.0,-8.94
4582.6,-10.44
4644.9,-13.73
4708.1,-12.17
4772.2,-11.88
4837.2,-10.39
4903.0,-12.74
4969.7,-12.83
5037.4,-11.39
5105.9,-10.86
5175.4,-11.66
5245.9,-9.82
5317.3,-10.61
5389.6,-10.78
5463.0,-8.86
5537.3,-8.79
5612.7,-9.99
5689.1,-10.49
5766.5,-16.17
5845.0,-10.75
5924.5,-11.74
6005.2,-10.46
6086.9,-12.93
6169.7,-10.01
6253.7,-9.53
6338.8,-11.25
6425.1,-12.67
6512.5,-11.73
6601.2,-10.94
6691.0,-11.41
6782.1,-11.30
6874.4,-13.20
6967.9,-9.60
7062.8,-9.69
7158.9,-9.11
7256.3,-10.23
7355.1,-9.87
7455.2,-11.19
7556.7,-12.91
7659.5,-12.23
7763.7,-13.18
7869.4,-11.40
7976.5,-11.38
8085.1,-11.74
8195.1,-15.79
8306.6,-10.64
8419.7,-10.15
8534.3,-13.97
8650.4,-10.78
8768.2,-11.97
8887.5,-13.07
9008.5,-10.36
9131.1,-11.01
9255.3,-11.89
9381.3,-11.02
9509.0,-11.55
9638.4,-10.76
9769.6,-11.88
9902.5,-11.34
10037.3,-9.46
10173.9,-11.10
10312.4,-13.96
10452.7,-11.90
10595.0,-13.01
10739.2,-11.96
10885.3,-12.05
11033.5,-8.91
11183.7,-13.34
11335.9,-11.14
11490.1,-11.87
11646.5,-10.94
11805.0,-13.61
11965.7,-14.16
12128.5,-12.16
12293.6,-11.97
12460.9,-11.36
12630.5,-12.41
12802.4,-11.23
12976.7,-14.34
13153.3,-12.25
13332.3,-11.22
13513.7,-12.41
13697.7,-13.43
13884.1,-13.57
14073.0,-12.92
14264.6,-13.65
14458.7,-11.64
14655.5,-13.72
14855.0,-14.42
15057.1,-17.60
15262.1,-11.87
15469.8,-11.91
15680.3,-14.03
15893.7,-13.69
16110.0,-12.12
16329.3,-14.21
16551.5,-12.01
16776.8,-13.86
17005.1,-11.83
17236.6,-12.89
17471.2,-13.64
17708.9,-15.07
17950.0,-11.76
18194.2,-12.69
18441.9,-11.37
18692.9,-11.81
18947.3,-11.78
19205.1,-13.08
19466.5,-13.47
19731.5,-12.60
20000.0,-14.03
