frequency_hz,magnitude_db
356.1,-10.11
360.9,-10.28
365.8,-8.94
370.8,-9.08
375.8,-8.28
381.0,-9.59
386.1,-10.81
391.4,-8.64
396.7,-7.12
402.1,-9.92
407.6,-7.44
413.1,-8.21
418.8,-8.82
424.5,-6.30
430.2,-7.43
436.1,-8.61
442.0,-6.22
448.0,-11.71
454.1,-9.22
460.3,-8.29
466.6,-9.21
472.9,-10.92
479.4,-8.26
485.9,-9.75
492.5,-7.04
499.2,-10.64
506.0,-8.78
512.9,-9.71
519.9,-7.14
527.0,-8.18
534.1,-7.64
541.4,-10.24
548.8,-8.19
556.2,-10.09
563.8,-9.08
571.5,-6.80
579.3,-12.64
587.1,-6.63
595.1,-6.40
603.2,-10.36
611.4,-6.89
619.8,-7.30
628.2,-7.89
636.7,-4.75
645.4,-3.09
654.2,-3.18
663.1,-3.36
672.1,-0.96
681.3,0.00
690.5,-1.34
699.9,-0.90
709.5,-0.66
719.1,-0.29
728.9,-4.27
738.8,-4.72
748.9,-5.98
759.1,-4.71
769.4,-7.93
779.9,-5.94
790.5,-6.63
801.3,-8.73
812.2,-8.00
823.2,-7.54
834.4,-8.60
845.8,-8.03
857.3,-12.12
868.9,-7.72
880.8,-14.08
892.8,-9.21
904.9,-7.40
917.2,-10.80
929.7,-8.80
942.4,-11.30
955.2,-7.88
968.2,-8.56
981.4,-7.32
994.7,-8.03
1008.3,-8.48
1022.0,-8.35
1035.9,-11.70
1050.0,-6.51
1064.3,-9.22
1078.8,-7.60
1093.5,-10.05
1108.3,-7.81
1123.4,-7.79
1138.7,-4.91
1154.2,-5.80
1169.9,-2.98
1185.8,-2.89
1202.0,-2.23
1218.3,-1.00
1234.9,-1.66
1251.7,-0.98
1268.8,-2.03
1286.0,-4.27
1303.5,-7.81
1321.3,-6.92
1339.3,-7.61
1357.5,-8.02
1376.0,-7.47
1394.7,-8.02
1413.7,-9.01
1432.9,-6.82
1452.4,-10.19
1472.2,-9.82
1492.2,-7.12
1512.5,-9.87
1533.1,-10.99
1554.0,-7.82
1575.1,-7.94
1596.6,-9.64
1618.3,-8.33
1640.3,-8.50
1662.6,-7.98
1685.3,-8.94
1708.2,-8.19
1731.4,-8.18
1755.0,-8.86
1778.9,-7.56
1803.1,-9.46
1827.6,-9.08
1852.5,-7.21
1877.7,-8.56
1903.3,-8.63
1929.2,-9.23
1955.4,-8.67
1982.1,-7.67
2009.0,-10.06
2036.4,-8.80
2064.1,-8.91
2092.2,-9.71
2120.7,-9.18
2149.5,-8.46
2178.8,-7.73
2208.4,-10.79
2238.5,-10.35
2268.9,-10.76
2299.8,-9.24
2331.1,-11.20
2362.9,-8.76
2395.0,-9.03
2427.6,-8.40
2460.6,-3.80
2494.1,-3.23
2528.1,-2.42
2562.5,-1.22
2597.4,-0.81
2632.7,-0.03
2668.5,-1.91
2704.9,-5.70
2741.7,-5.62
2779.0,-11.37
2816.8,-7.86
2855.1,-7.16
2894.0,-7.17
2933.4,-8.06
2973.3,-10.73
3013.8,-9.68
3054.8,-7.84
3096.4,-7.83
3138.5,-8.92
3181.2,-7.49
3224.5,-7.66
3268.4,-8.65
3312.9,-8.91
3358.0,-8.35
3403.7,-11.24
3450.0,-7.94
3497.0,-8.96
3544.6,-8.17
3592.8,-6.83
3641.7,-9.63
3691.3,-8.66
3741.5,-8.73
3792.4,-6.97
3844.0,-11.62
3896.4,-8.30
3949.4,-7.92
4003.1,-9.39
4057.6,-9.41
4112.8,-9.18
4168.8,-9.28
4225.5,-9.16
4283.1,-8.87
4341.4,-9.50
4400.4,-9.80
4460.3,-9.69
4521.0,-7.74
4582.6,-11.52
4644.9,-9.04
4708.1,-8.57
4772.2,-9.66
4837.2,-9.68
4903.0,-6.67
4969.7,-8.76
5037.4,-7.88
5105.9,-9.56
5175.4,-8.00
5245.9,-8.71
5317.3,-7.67
5389.6,-10.78
5463.0,-7.34
5537.3,-9.02
5612.7,-9.80
5689.1,-11.58
5766.5,-8.63
5845.0,-7.75
5924.5,-9.42
6005.2,-7.72
6086.9,-10.73
6169.7,-10.20
6253.7,-9.66
6338.8,-8.57
6425.1,-8.51
6512.5,-9.88
6601.2,-8.51
6691.0,-11.25
6782.1,-11.25
6874.4,-8.33
6967.9,-8.83
7062.8,-8.21
7158.9,-10.36
7256.3,-12.69
7355.1,-7.99
7455.2,-9.12
7556.7,-11.75
7659.5,-10.40
7763.7,-11.56
7869.4,-10.66
7976.5,-8.32
8085.1,-7.63
8195.1,-9.99
8306.6,-9.79
8419.7,-10.65
8534.3,-8.98
8650.4,-12.37
8768.2,-13.35
8887.5,-11.70
9008.5,-8.80
9131.1,-11.29
9255.3,-7.66
9381.3,-7.72
9509.0,-10.45
9638.4,-11.56
9769.6,-12.56
9902.5,-9.90
10037.3,-10.39
10173.9,-9.44
10312.4,-9.45
10452.7,-9.94
10595.0,-9.55
10739.2,-10.47
10885.3,-9.98
11033.5,-12.92
11183.7,-9.78
11335.9,-9.43
11490.1,-10.53
11646.5,-12.47
11805.0,-10.08
11965.7,-10.15
12128.5,-9.82
12293.6,-11.81
12460.9,-9.40
12630.5,-12.32
12802.4,-11.02
12976.7,-11.28
13153.3,-14.34
13332.3,-10.74
13513.7,-13.25
13697.7,-9.13
13884.1,-10.67
14073.0,-12.82
14264.6,-10.82
14458.7,-12.45
14655.5,-10.80
14855.0,-11.49
15057.1,-10.73
15262.1,-10.05
15469.8,-9.42
15680.3,-12.01
15893.7,-11.50
16110.0,-13.21
16329.3,-11.47
16551.5,-10.54
16776.8,-10.13
17005.1,-14.66
17236.6,-9.96
17471.2,-13.69
17708.9,-11.89
17950.0,-11.79
18194.2,-14.59
18441.9,-14.82
18692.9,-12.18
18947.3,-11.52
19205.1,-11.73
19466.5,-13.99
19731.5,-12.73
20000.0,-11.27
