frequency_hz,magnitude_db
130.9,-16.83
132.7,-16.25
134.5,-14.17
136.4,-13.70
138.2,-13.90
140.1,-13.17
142.0,-16.35
143.9,-14.42
145.9,-14.02
147.9,-14.99
149.9,-14.57
151.9,-14.20
154.0,-13.73
156.1,-13.91
158.2,-16.07
160.4,-14.25
162.6,-13.99
164.8,-16.31
167.0,-15.32
169.3,-14.67
171.6,-14.38
173.9,-12.64
176.3,-17.67
178.7,-13.59
181.1,-13.34
183.6,-14.10
186.1,-15.39
188.6,-13.27
191.2,-14.00
193.8,-13.77
196.4,-15.98
199.1,-14.86
201.8,-14.39
204.6,-12.85
207.3,-12.11
210.2,-14.10
213.0,-12.08
215.9,-13.68
218.9,-15.36
221.8,-12.35
224.9,-13.21
227.9,-11.68
231.0,-9.69
234.2,-14.45
237.4,-12.74
240.6,-13.90
243.9,-13.52
247.2,-10.89
250.5,-12.37
253.9,-12.06
257.4,-11.76
260.9,-10.85
264.5,-13.69
268.1,-11.02
271.7,-10.27
275.4,-9.74
279.2,-11.00
283.0,-10.75
286.8,-13.41
290.7,-12.84
294.7,-12.49
298.7,-10.88
302.7,-7.90
306.9,-14.37
311.0,-13.39
315.3,-10.63
319.6,-10.98
323.9,-11.91
328.3,-12.28
332.8,-9.03
337.3,-9.89
341.9,-9.58
346.6,-11.64
351.3,-9.82
356.1,-9.06
360.9,-9.20
365.8,-9.76
370.8,-9.84
375.8,-14.34
381.0,-9.44
386.1,-8.57
391.4,-10.54
396.7,-10.74
402.1,-10.42
407.6,-12.46
413.1,-8.66
418.8,-9.99
424.5,-11.20
430.2,-10.06
436.1,-9.69
442.0,-10.41
448.0,-8.12
454.1,-9.15
460.3,-9.14
466.6,-8.81
472.9,-8.92
479.4,-7.99
485.9,-8.60
492.5,-10.76
499.2,-7.92
506.0,-7.61
512.9,-6.78
519.9,-9.86
527.0,-7.34
534.1,-7.72
541.4,-6.70
548.8,-6.50
556.2,-4.73
563.8,-7.02
571.5,-5.58
579.3,-4.72
587.1,-7.24
595.1,-4.90
603.2,-5.06
611.4,-4.43
619.8,-2.82
628.2,-5.04
636.7,-3.27
645.4,-2.53
654.2,-3.73
663.1,-3.57
672.1,-1.46
681.3,-3.72
690.5,-2.68
699.9,-1.78
709.5,-2.81
719.1,0.00
728.9,-2.60
738.8,-2.62
748.9,-2.52
759.1,-1.26
769.4,-1.60
779.9,-0.52
790.5,-4.53
801.3,-7.50
812.2,-2.33
823.2,-2.32
834.4,-4.23
845.8,-3.35
857.3,-3.00
868.9,-3.28
880.8,-4.22
892.8,-3.61
904.9,-5.50
917.2,-5.86
929.7,-3.67
942.4,-3.87
955.2,-2.81
968.2,-5.85
981.4,-3.53
994.7,-2.23
1008.3,-5.36
1022.0,-5.26
1035.9,-6.96
1050.0,-5.01
1064.3,-4.21
1078.8,-4.55
1093.5,-1.09
1108.3,-4.60
1123.4,-3.63
1138.7,-3.49
1154.2,-4.04
1169.9,-4.86
1185.8,-3.76
1202.0,-3.81
1218.3,-4.73
1234.9,-5.00
1251.7,-4.50
1268.8,-3.69
1286.0,-4.20
1303.5,-8.04
1321.3,-6.17
1339.3,-9.10
1357.5,-8.33
1376.0,-10.71
1394.7,-9.50
1413.7,-10.45
1432.9,-7.11
1452.4,-7.86
1472.2,-8.31
1492.2,-7.87
1512.5,-7.32
1533.1,-8.25
1554.0,-9.20
1575.1,-7.00
1596.6,-9.20
1618.3,-8.84
1640.3,-10.40
1662.6,-8.34
1685.3,-9.33
1708.2,-12.15
1731.4,-9.60
1755.0,-12.42
1778.9,-8.91
1803.1,-9.77
1827.6,-8.29
1852.5,-8.61
1877.7,-7.09
1903.3,-9.46
1929.2,-7.34
1955.4,-9.33
1982.1,-6.79
2009.0,-8.63
2036.4,-10.15
2064.1,-6.12
2092.2,-7.05
2120.7,-4.80
2149.5,-5.89
2178.8,-5.85
2208.4,-3.64
2238.5,-4.24
2268.9,-6.20
2299.8,-6.64
2331.1,-4.37
2362.9,-3.45
2395.0,-1.86
2427.6,-3.56
2460.6,-1.93
2494.1,-1.62
2528.1,-1.54
2562.5,-2.33
2597.4,-3.66
2632.7,-5.86
2668.5,-6.07
2704.9,-5.42
2741.7,-6.08
2779.0,-5.76
2816.8,-9.70
2855.1,-7.65
2894.0,-11.51
2933.4,-8.74
2973.3,-9.41
3013.8,-10.92
3054.8,-9.24
3096.4,-7.84
3138.5,-7.81
3181.2,-12.32
3224.5,-9.42
3268.4,-13.24
3312.9,-7.89
3358.0,-10.62
3403.7,-9.78
3450.0,-7.66
3497.0,-9.74
3544.6,-9.60
3592.8,-8.80
3641.7,-8.53
3691.3,-12.35
3741.5,-9.26
3792.4,-9.94
3844.0,-13.75
3896.4,-9.40
3949.4,-9.08
4003.1,-9.11
4057.6,-9.55
4112.8,-8.99
4168.8,-8.48
4225.5,-9.73
4283.1,-10.13
4341.4,-10.77
4400.4,-8.99
4460.3,-8.41
4521.0,-8.41
4582.6,-8.82
4644.9,-8.96
4708.1,-10.34
4772.2,-8.33
4837.2,-10.71
4903.0,-9.79
4969.7,-9.03
5037.4,-12.70
5105.9,-10.76
5175.4,-8.34
5245.9,-8.15
5317.3,-9.44
5389.6,-11.85
5463.0,-9.62
5537.3,-9.92
5612.7,-10.94
5689.1,-12.13
5766.5,-9.72
5845.0,-10.42
5924.5,-7.50
6005.2,-8.73
6086.9,-10.33
6169.7,-11.47
6253.7,-12.09
6338.8,-8.87
6425.1,-12.02
6512.5,-11.66
6601.2,-12.88
6691.0,-9.72
6782.1,-10.76
6874.4,-9.62
6967.9,-10.96
7062.8,-9.22
7158.9,-10.57
7256.3,-13.40
7355.1,-11.88
7455.2,-11.54
7556.7,-9.40
7659.5,-13.09
7763.7,-8.37
7869.4,-11.92
7976.5,-11.29
8085.1,-12.48
8195.1,-8.98
8306.6,-11.62
8419.7,-10.46
8534.3,-10.14
8650.4,-8.43
8768.2,-10.39
8887.5,-10.73
9008.5,-10.91
9131.1,-11.35
9255.3,-7.92
9381.3,-9.77
9509.0,-10.80
9638.4,-9.22
9769.6,-10.88
9902.5,-9.35
10037.3,-9.42
10173.9,-10.23
10312.4,-9.34
10452.7,-11.28
10595.0,-13.38
10739.2,-9.46
10885.3,-11.20
11033.5,-11.10
11183.7,-10.75
11335.9,-10.67
11490.1,-10.36
11646.5,-12.41
11805.0,-12.98
11965.7,-11.24
12128.5,-11.21
12293.6,-12.34
12460.9,-12.52
12630.5,-15.02
12802.4,-9.71
12976.7,-9.91
13153.3,-12.02
13332.3,-11.83
13513.7,-10.18
13697.7,-9.66
13884.1,-12.48
14073.0,-10.91
14264.6,-11.18
14458.7,-11.45
14655.5,-10.59
14855.0,-14.56
15057.1,-9.68
15262.1,-10.68
15469.8,-12.13
15680.3,-12.88
15893.7,-13.09
16110.0,-10.92
16329.3,-9.82
16551.5,-14.64
16776.8,-13.58
17005.1,-11.55
17236.6,-10.52
17471.2,-10.91
17708.9,-12.33
17950.0,-10.80
18194.2,-11.11
18441.9,-13.01
18692.9,-12.13
18947.3,-12.83
19205.1,-13.29
19466.5,-12.58
19731.5,-12.85
20000.0,-18.48
