frequency_hz,magnitude_db
556.2,-10.27
563.8,-10.19
571.5,-6.02
579.3,-10.04
587.1,-9.03
595.1,-7.92
603.2,-7.11
611.4,-5.28
619.8,-5.47
628.2,-4.42
636.7,-4.66
645.4,-4.81
654.2,-6.81
663.1,-4.19
672.1,-5.02
681.3,-4.67
690.5,-3.77
699.9,-0.78
709.5,-1.75
719.1,-1.60
728.9,-4.34
738.8,-2.83
748.9,-3.22
759.1,-2.73
769.4,-2.33
779.9,-3.85
790.5,-3.88
801.3,-3.63
812.2,-4.40
823.2,-4.39
834.4,-10.45
845.8,-7.69
857.3,-6.90
868.9,-8.44
880.8,-8.78
892.8,-11.58
904.9,-6.53
917.2,-7.69
929.7,-8.32
942.4,-4.71
955.2,-6.94
968.2,-4.80
981.4,-5.08
994.7,-4.11
1008.3,-7.60
1022.0,-4.18
1035.9,-4.18
1050.0,-2.41
1064.3,0.00
1078.8,-1.11
1093.5,-1.34
1108.3,-5.14
1123.4,-2.88
1138.7,-3.79
1154.2,-5.96
1169.9,-3.98
1185.8,-3.75
1202.0,-5.19
1218.3,-5.16
1234.9,-5.34
1251.7,-8.08
1268.8,-5.91
1286.0,-9.83
1303.5,-9.32
1321.3,-9.40
1339.3,-10.15
1357.5,-11.93
1376.0,-8.54
1394.7,-7.75
1413.7,-9.29
1432.9,-9.80
1452.4,-10.46
1472.2,-9.39
1492.2,-9.25
1512.5,-10.22
1533.1,-10.81
1554.0,-14.19
1575.1,-10.04
1596.6,-8.34
1618.3,-9.93
1640.3,-12.29
1662.6,-11.15
1685.3,-12.40
1708.2,-13.25
1731.4,-8.25
1755.0,-9.81
1778.9,-9.45
1803.1,-13.53
1827.6,-9.36
1852.5,-9.18
1877.7,-8.55
1903.3,-11.53
1929.2,-11.88
1955.4,-8.49
1982.1,-9.17
2009.0,-10.30
2036.4,-8.86
2064.1,-7.60
2092.2,-8.99
2120.7,-8.37
2149.5,-7.43
2178.8,-7.08
2208.4,-7.50
2238.5,-6.45
2268.9,-8.65
2299.8,-6.90
2331.1,-1.43
2362.9,-4.56
2395.0,-5.91
2427.6,-1.54
2460.6,-1.10
2494.1,-5.35
2528.1,-3.90
2562.5,-4.93
2597.4,-5.89
2632.7,-7.58
2668.5,-8.50
2704.9,-8.86
2741.7,-8.21
2779.0,-9.68
2816.8,-9.50
2855.1,-9.83
2894.0,-10.42
2933.4,-11.12
2973.3,-11.46
3013.8,-10.79
3054.8,-10.32
3096.4,-12.42
3138.5,-11.41
3181.2,-9.14
3224.5,-11.48
3268.4,-10.20
3312.9,-12.46
3358.0,-8.87
3403.7,-8.78
3450.0,-10.07
3497.0,-10.25
3544.6,-9.83
3592.8,-10.61
3641.7,-11.42
3691.3,-9.40
3741.5,-11.47
3792.4,-9.95
3844.0,-8.97
3896.4,-12.22
3949.4,-10.71
4003.1,-10.51
4057.6,-13.94
4112.8,-11.23
4168.8,-10.48
4225.5,-12.45
4283.1,-9.38
4341.4,-8.67
4400.4,-8.88
4460.3,-8.28
4521.0,-11.04
4582.6,-9.24
4644.9,-10.25
4708.1,-12.48
4772.2,-12.04
4837.2,-11.27
4903.0,-13.44
4969.7,-10.79
5037.4,-10.74
5105.9,-7.67
5175.4,-10.42
5245.9,-9.19
5317.3,-10.15
5389.6,-11.81
5463.0,-12.25
5537.3,-11.68
5612.7,-11.37
5689.1,-9.54
5766.5,-9.46
5845.0,-11.50
5924.5,-11.32
6005.2,-12.12
6086.9,-11.28
6169.7,-10.70
6253.7,-11.83
6338.8,-10.91
6425.1,-11.99
6512.5,-9.53
6601.2,-10.86
6691.0,-11.96
6782.1,-9.52
6874.4,-13.87
6967.9,-11.42
7062.8,-9.45
7158.9,-9.80
7256.3,-10.32
7355.1,-11.38
7455.2,-10.10
7556.7,-10.46
7659.5,-10.08
7763.7,-12.88
7869.4,-10.09
7976.5,-12.76
8085.1,-13.37
8195.1,-11.54
8306.6,-11.64
8419.7,-10.04
8534.3,-11.88
8650.4,-11.21
8768.2,-13.09
8887.5,-13.47
9008.5,-12.19
9131.1,-10.99
9255.3,-8.88
9381.3,-13.29
9509.0,-9.71
9638.4,-12.22
9769.6,-10.17
9902.5,-14.08
10037.3,-11.58
10173.9,-11.74
10312.4,-12.58
10452.7,-12.37
10595.0,-12.03
10739.2,-11.89
10885.3,-15.02
11033.5,-13.95
11183.7,-13.39
11335.9,-16.87
11490.1,-14.23
11646.5,-11.31
11805.0,-11.87
11965.7,-13.60
12128.5,-11.17
12293.6,-12.36
12460.9,-13.71
12630.5,-11.63
12802.4,-10.85
12976.7,-12.95
13153.3,-11.58
13332.3,-12.15
13513.7,-12.14
13697.7,-14.41
13884.1,-14.62
14073.0,-14.25
14264.6,-12.28
14458.7,-12.80
14655.5,-12.99
14855.0,-11.23
15057.1,-11.00
15262.1,-15.73
15469.8,-16.24
15680.3,-13.52
15893.7,-12.36
16110.0,-12.22
16329.3,-13.34
16551.5,-16.36
16776.8,-10.87
17005.1,-14.03
17236.6,-12.65
17471.2,-13.10
17708.9,-13.60
17950.0,-11.84
18194.2,-11.70
18441.9,-15.25
18692.9,-17.54
18947.3,-14.22
19205.1,-12.90
19466.5,-13.01
19731.5,-12.94
20000.0,-12.06
