frequency_hz,magnitude_db
120.7,-18.89
122.4,-16.93
124.0,-15.95
125.7,-14.22
127.4,-14.84
129.2,-15.49
130.9,-14.80
132.7,-14.47
134.5,-16.67
136.4,-16.49
138.2,-15.31
140.1,-16.85
142.0,-16.50
143.9,-14.89
145.9,-13.93
147.9,-15.12
149.9,-16.36
151.9,-15.08
154.0,-14.21
156.1,-17.31
158.2,-15.50
160.4,-12.60
162.6,-15.92
164.8,-15.54
167.0,-18.12
169.3,-16.52
171.6,-12.62
173.9,-15.32
176.3,-15.87
178.7,-15.50
181.1,-16.97
183.6,-13.54
186.1,-15.15
188.6,-15.54
191.2,-16.01
193.8,-14.73
196.4,-14.97
199.1,-12.42
201.8,-12.87
204.6,-12.96
207.3,-12.51
210.2,-12.67
213.0,-13.19
215.9,-12.35
218.9,-13.22
221.8,-11.32
224.9,-11.82
227.9,-12.67
231.0,-15.61
234.2,-14.08
237.4,-12.44
240.6,-14.55
243.9,-12.47
247.2,-11.38
250.5,-13.51
253.9,-14.25
257.4,-11.07
260.9,-12.29
264.5,-11.51
268.1,-13.02
271.7,-9.73
275.4,-10.21
279.2,-11.72
283.0,-9.49
286.8,-11.50
290.7,-10.15
294.7,-10.37
298.7,-13.50
302.7,-11.20
306.9,-11.38
311.0,-11.96
315.3,-11.36
319.6,-9.62
323.9,-10.23
328.3,-11.21
332.8,-11.98
337.3,-9.15
341.9,-10.26
346.6,-9.81
351.3,-8.94
356.1,-8.80
360.9,-9.76
365.8,-9.87
370.8,-11.35
375.8,-12.38
381.0,-8.83
386.1,-8.55
391.4,-8.61
396.7,-9.76
402.1,-9.30
407.6,-9.34
413.1,-11.36
418.8,-8.60
424.5,-5.74
430.2,-9.82
436.1,-8.89
442.0,-7.77
448.0,-7.51
454.1,-9.38
460.3,-7.28
466.6,-6.77
472.9,-8.84
479.4,-8.54
485.9,-4.49
492.5,-5.48
499.2,-5.14
506.0,-4.51
512.9,-5.33
519.9,-6.14
527.0,-4.96
534.1,-2.40
541.4,-3.24
548.8,-4.98
556.2,-0.59
563.8,-4.15
571.5,-3.92
579.3,-2.05
587.1,-2.26
595.1,0.00
603.2,-2.35
611.4,-2.23
619.8,-5.09
628.2,-3.27
636.7,-3.89
645.4,-5.01
654.2,-3.98
663.1,-3.82
672.1,-2.01
681.3,-2.66
690.5,-3.81
699.9,-4.92
709.5,-3.96
719.1,-2.78
728.9,-6.10
738.8,-4.56
748.9,-7.30
759.1,-2.89
769.4,-3.45
779.9,-2.40
790.5,-3.62
801.3,-3.24
812.2,-3.83
823.2,-3.99
834.4,-3.61
845.8,-2.11
857.3,-6.51
868.9,-4.42
880.8,-3.26
892.8,-3.43
904.9,-6.42
917.2,-4.49
929.7,-6.31
942.4,-5.25
955.2,-3.09
968.2,-7.16
981.4,-10.90
994.7,-7.09
1008.3,-7.98
1022.0,-9.38
1035.9,-8.04
1050.0,-11.02
1064.3,-10.49
1078.8,-6.89
1093.5,-9.58
1108.3,-8.48
1123.4,-8.76
1138.7,-8.31
1154.2,-12.73
1169.9,-12.07
1185.8,-10.40
1202.0,-10.74
1218.3,-9.57
1234.9,-10.03
1251.7,-10.95
1268.8,-12.72
1286.0,-10.14
1303.5,-9.54
1321.3,-9.96
1339.3,-12.86
1357.5,-11.20
1376.0,-9.12
1394.7,-12.91
1413.7,-10.79
1432.9,-9.17
1452.4,-10.80
1472.2,-12.21
1492.2,-9.91
1512.5,-10.94
1533.1,-10.83
1554.0,-10.85
1575.1,-8.69
1596.6,-10.99
1618.3,-8.58
1640.3,-9.63
1662.6,-9.87
1685.3,-10.22
1708.2,-9.79
1731.4,-10.35
1755.0,-9.03
1778.9,-10.24
1803.1,-8.50
1827.6,-9.05
1852.5,-9.72
1877.7,-9.78
1903.3,-8.68
1929.2,-10.23
1955.4,-10.03
1982.1,-13.05
2009.0,-9.77
2036.4,-9.55
2064.1,-11.85
2092.2,-7.25
2120.7,-8.64
2149.5,-9.68
2178.8,-8.44
2208.4,-8.79
2238.5,-4.30
2268.9,-2.82
2299.8,-4.43
2331.1,-6.05
2362.9,-4.31
2395.0,-2.43
2427.6,-3.05
2460.6,-3.57
2494.1,-2.82
2528.1,-6.59
2562.5,-5.62
2597.4,-6.34
2632.7,-8.49
2668.5,-8.59
2704.9,-8.34
2741.7,-9.55
2779.0,-9.40
2816.8,-9.56
2855.1,-10.41
2894.0,-10.76
2933.4,-9.10
2973.3,-11.10
3013.8,-11.87
3054.8,-10.33
3096.4,-10.39
3138.5,-13.07
3181.2,-10.43
3224.5,-9.73
3268.4,-9.56
3312.9,-11.39
3358.0,-10.58
3403.7,-9.67
3450.0,-12.10
3497.0,-9.58
3544.6,-11.98
3592.8,-14.55
3641.7,-8.79
3691.3,-11.55
3741.5,-9.60
3792.4,-9.64
3844.0,-12.06
3896.4,-9.12
3949.4,-10.86
4003.1,-13.08
4057.6,-12.05
4112.8,-10.87
4168.8,-11.76
4225.5,-10.97
4283.1,-11.57
4341.4,-13.28
4400.4,-9.40
4460.3,-10.83
4521.0,-9.42
4582.6,-10.51
4644.9,-12.13
4708.1,-10.75
4772.2,-9.86
4837.2,-11.96
4903.0,-11.26
4969.7,-11.15
5037.4,-10.87
5105.9,-12.84
5175.4,-13.25
5245.9,-10.97
5317.3,-11.76
5389.6,-10.47
5463.0,-12.67
5537.3,-10.37
5612.7,-10.24
5689.1,-9.61
5766.5,-10.43
5845.0,-10.89
5924.5,-11.77
6005.2,-12.86
6086.9,-10.24
6169.7,-11.38
6253.7,-13.66
6338.8,-10.52
6425.1,-10.14
6512.5,-13.01
6601.2,-11.61
6691.0,-12.50
6782.1,-10.39
6874.4,-12.65
6967.9,-10.07
7062.8,-11.39
7158.9,-11.94
7256.3,-12.82
7355.1,-11.19
7455.2,-13.27
7556.7,-11.74
7659.5,-12.16
7763.7,-10.95
7869.4,-10.09
7976.5,-12.81
8085.1,-10.39
8195.1,-11.07
8306.6,-11.25
8419.7,-11.64
8534.3,-11.96
8650.4,-9.90
8768.2,-12.27
8887.5,-17.61
9008.5,-11.62
9131.1,-11.68
9255.3,-10.95
9381.3,-13.03
9509.0,-10.85
9638.4,-12.45
9769.6,-10.94
9902.5,-10.36
10037.3,-13.64
10173.9,-12.24
10312.4,-10.69
10452.7,-10.45
10595.0,-13.18
10739.2,-12.75
10885.3,-11.38
11033.5,-13.76
11183.7,-13.17
11335.9,-12.08
11490.1,-12.68
11646.5,-12.13
11805.0,-13.59
11965.7,-13.28
12128.5,-11.75
12293.6,-13.78
12460.9,-13.17
12630.5,-12.83
12802.4,-13.49
12976.7,-13.09
13153.3,-13.20
13332.3,-11.51
13513.7,-12.99
13697.7,-11.87
13884.1,-11.40
14073.0,-10.59
14264.6,-12.97
14458.7,-11.62
14655.5,-11.80
14855.0,-13.87
15057.1,-12.93
15262.1,-14.22
15469.8,-13.83
15680.3,-15.16
15893.7,-11.31
16110.0,-13.63
16329.3,-12.74
16551.5,-14.21
16776.8,-12.82
17005.1,-15.40
17236.6,-15.77
17471.2,-17.46
17708.9,-13.76
17950.0,-12.55
18194.2,-13.48
18441.9,-14.03
18692.9,-14.52
18947.3,-12.88
19205.1,-12.39
19466.5,-13.47
19731.5,-13.53
20000.0,-12.66
