frequency_hz,magnitude_db
5537.3,-9.12
5612.7,-10.87
5689.1,-9.46
5766.5,-10.69
5845.0,-9.11
5924.5,-10.26
6005.2,-10.16
6086.9,-8.83
6169.7,-8.80
6253.7,-6.43
6338.8,-9.94
6425.1,-12.57
6512.5,-9.44
6601.2,-8.83
6691.0,-8.88
6782.1,-10.84
6874.4,-11.37
6967.9,-11.85
7062.8,-10.80
7158.9,-12.20
7256.3,-10.90
7355.1,-10.68
7455.2,-9.28
7556.7,-9.58
7659.5,-11.12
7763.7,-10.23
7869.4,-11.87
7976.5,-10.07
8085.1,-10.44
8195.1,-9.22
8306.6,-10.69
8419.7,-8.56
8534.3,-12.94
8650.4,-13.37
8768.2,-10.93
8887.5,-9.85
9008.5,-11.46
9131.1,-11.18
9255.3,-8.68
9381.3,-11.20
9509.0,-11.12
9638.4,-11.51
9769.6,-10.29
9902.5,-8.56
10037.3,-9.48
10173.9,-10.30
10312.4,-10.32
10452.7,-10.36
10595.0,-11.90
10739.2,-12.34
10885.3,-11.71
11033.5,-9.68
11183.7,-10.44
11335.9,-10.94
11490.1,-10.89
11646.5,-10.32
11805.0,-10.46
11965.7,-11.11
12128.5,-11.95
12293.6,-9.88
12460.9,-10.15
12630.5,-10.67
12802.4,-13.95
12976.7,-10.23
13153.3,-10.39
13332.3,-11.52
13513.7,-14.26
13697.7,-10.82
13884.1,-11.09
14073.0,-11.30
14264.6,-12.47
14458.7,-11.43
14655.5,-13.05
14855.0,-8.94
15057.1,-11.17
15262.1,-11.19
15469.8,-12.41
15680.3,-11.49
15893.7,-10.00
16110.0,-10.03
16329.3,-11.39
16551.5,-12.04
16776.8,-13.35
17005.1,-11.14
17236.6,-11.12
17471.2,-12.52
17708.9,-12.19
17950.0,-11.73
18194.2,-12.19
18441.9,-9.65
18692.9,-9.07
18947.3,-12.98
19205.1,-9.63
19466.5,-11.66
19731.5,-9.71
20000.0,-10.84
