frequency_hz,magnitude_db
430.2,-10.49
436.1,-9.17
442.0,-11.71
448.0,-11.87
454.1,-10.61
460.3,-11.08
466.6,-11.62
472.9,-10.09
479.4,-10.98
485.9,-8.74
492.5,-8.90
499.2,-13.56
506.0,-10.31
512.9,-9.95
519.9,-8.13
527.0,-10.28
534.1,-9.60
541.4,-7.64
548.8,-7.38
556.2,-7.62
563.8,-10.05
571.5,-6.07
579.3,-7.74
587.1,-7.63
595.1,-6.16
603.2,-4.62
611.4,-5.62
619.8,-5.58
628.2,-4.12
636.7,-2.20
645.4,-5.76
654.2,-3.99
663.1,-1.06
672.1,-3.14
681.3,-6.38
690.5,-1.88
699.9,-3.97
709.5,-5.24
719.1,-2.72
728.9,-4.08
738.8,-4.47
748.9,-4.97
759.1,-3.61
769.4,-5.02
779.9,-3.75
790.5,-5.58
801.3,-7.23
812.2,-5.86
823.2,-6.32
834.4,-11.49
845.8,-7.67
857.3,-9.38
868.9,-8.74
880.8,-9.04
892.8,-6.88
904.9,-7.70
917.2,-9.17
929.7,-10.95
942.4,-11.29
955.2,-10.35
968.2,-9.40
981.4,-10.26
994.7,-10.92
1008.3,-7.66
1022.0,-10.74
1035.9,-7.88
1050.0,-10.10
1064.3,-7.65
1078.8,-8.55
1093.5,-6.59
1108.3,-7.49
1123.4,-8.42
1138.7,-4.75
1154.2,-5.23
1169.9,-4.12
1185.8,-0.35
1202.0,0.00
1218.3,-1.57
1234.9,-2.27
1251.7,-1.58
1268.8,-4.49
1286.0,-3.88
1303.5,-6.62
1321.3,-5.04
1339.3,-6.37
1357.5,-6.74
1376.0,-6.35
1394.7,-6.64
1413.7,-9.56
1432.9,-9.43
1452.4,-8.11
1472.2,-10.30
1492.2,-9.10
1512.5,-9.33
1533.1,-10.37
1554.0,-12.44
1575.1,-10.23
1596.6,-9.11
1618.3,-11.18
1640.3,-12.18
1662.6,-10.25
1685.3,-10.12
1708.2,-10.75
1731.4,-11.29
1755.0,-11.38
1778.9,-11.89
1803.1,-10.09
1827.6,-12.57
1852.5,-13.18
1877.7,-10.40
1903.3,-8.20
1929.2,-7.64
1955.4,-13.67
1982.1,-9.95
2009.0,-9.95
2036.4,-9.46
2064.1,-9.13
2092.2,-10.90
2120.7,-10.92
2149.5,-10.53
2178.8,-9.85
2208.4,-13.33
2238.5,-10.87
2268.9,-11.44
2299.8,-9.36
2331.1,-8.32
2362.9,-8.53
2395.0,-6.18
2427.6,-6.71
2460.6,-3.81
2494.1,-5.36
2528.1,-3.82
2562.5,-4.75
2597.4,-3.74
2632.7,-2.63
2668.5,-4.39
2704.9,-5.07
2741.7,-4.70
2779.0,-5.32
2816.8,-8.17
2855.1,-7.89
2894.0,-12.70
2933.4,-9.61
2973.3,-12.19
3013.8,-9.47
3054.8,-13.72
3096.4,-10.79
3138.5,-12.61
3181.2,-10.64
3224.5,-11.67
3268.4,-7.91
3312.9,-10.76
3358.0,-12.44
3403.7,-10.19
3450.0,-12.46
3497.0,-13.20
3544.6,-10.55
3592.8,-14.05
3641.7,-10.78
3691.3,-11.24
3741.5,-9.60
3792.4,-11.63
3844.0,-10.13
3896.4,-11.26
3949.4,-11.18
4003.1,-11.53
4057.6,-11.27
4112.8,-10.99
4168.8,-10.88
4225.5,-14.32
4283.1,-10.18
4341.4,-11.47
4400.4,-12.88
4460.3,-11.45
4521.0,-12.40
4582.6,-11.19
4644.9,-11.46
4708.1,-12.77
4772.2,-10.98
4837.2,-12.49
4903.0,-10.77
4969.7,-15.00
5037.4,-11.12
5105.9,-12.14
5175.4,-11.90
5245.9,-9.63
5317.3,-11.88
5389.6,-10.96
5463.0,-10.19
5537.3,-9.67
5612.7,-12.91
5689.1,-10.13
5766.5,-12.81
5845.0,-13.24
5924.5,-9.92
6005.2,-12.53
6086.9,-11.27
6169.7,-10.36
6253.7,-9.74
6338.8,-11.72
6425.1,-12.00
6512.5,-12.22
6601.2,-11.75
6691.0,-10.48
6782.1,-14.83
6874.4,-12.14
6967.9,-10.85
7062.8,-10.90
7158.9,-14.44
7256.3,-10.61
7355.1,-11.81
7455.2,-13.22
7556.7,-13.44
7659.5,-12.82
7763.7,-12.38
7869.4,-10.74
7976.5,-13.33
8085.1,-13.90
8195.1,-13.40
8306.6,-12.53
8419.7,-15.38
8534.3,-10.64
8650.4,-12.14
8768.2,-11.39
8887.5,-11.53
9008.5,-12.08
9131.1,-12.73
9255.3,-14.25
9381.3,-12.89
9509.0,-12.50
9638.4,-11.73
9769.6,-11.25
9902.5,-11.00
10037.3,-13.85
10173.9,-12.60
10312.4,-12.08
10452.7,-12.49
10595.0,-11.05
10739.2,-12.97
10885.3,-11.07
11033.5,-13.02
11183.7,-13.33
11335.9,-14.82
11490.1,-11.76
11646.5,-11.18
11805.0,-11.80
11965.7,-13.19
12128.5,-11.94
12293.6,-13.87
12460.9,-11.48
12630.5,-15.77
12802.4,-13.48
12976.7,-15.31
13153.3,-13.66
13332.3,-14.70
13513.7,-13.29
13697.7,-12.35
13884.1,-13.19
14073.0,-12.72
14264.6,-13.54
14458.7,-12.07
14655.5,-11.97
14855.0,-15.34
15057.1,-12.12
15262.1,-12.31
15469.8,-12.15
15680.3,-13.06
15893.7,-15.35
16110.0,-12.46
16329.3,-13.89
16551.5,-13.18
16776.8,-17.21
17005.1,-12.69
17236.6,-12.58
17471.2,-11.25
17708.9,-12.18
17950.0,-13.93
18194.2,-11.83
18441.9,-15.82
18692.9,-9.86
18947.3,-10.56
19205.1,-12.87
19466.5,-15.14
19731.5,-13.77
20000.0,-13.09
