frequency_hz,magnitude_db
337.3,-1.77
341.9,-3.80
346.6,-3.58
351.3,-1.16
356.1,-4.46
360.9,-2.36
365.8,-2.80
370.8,-0.74
375.8,-4.11
381.0,-4.74
386.1,-6.00
391.4,-3.98
396.7,-3.74
402.1,-5.31
407.6,-4.82
413.1,-4.93
418.8,-4.22
424.5,-5.16
430.2,-7.54
436.1,-7.81
442.0,-6.44
448.0,-6.45
454.1,-6.85
460.3,-7.25
466.6,-6.72
472.9,-8.38
479.4,-9.89
485.9,-6.32
492.5,-8.13
499.2,-9.64
506.0,-9.91
512.9,-7.90
519.9,-7.38
527.0,-10.07
534.1,-9.32
541.4,-8.89
548.8,-9.21
556.2,-8.96
563.8,-7.12
571.5,-8.24
579.3,-8.18
587.1,-7.76
595.1,-9.96
603.2,-8.71
611.4,-7.78
619.8,-7.91
628.2,-8.60
636.7,-8.64
645.4,-6.44
654.2,-9.19
663.1,-8.45
672.1,-8.19
681.3,-6.54
690.5,-5.97
699.9,-9.47
709.5,-5.75
719.1,-6.17
728.9,-7.48
738.8,-6.86
748.9,-1.98
759.1,-7.28
769.4,-3.92
779.9,-3.53
790.5,-2.94
801.3,-2.54
812.2,-2.49
823.2,-4.72
834.4,-1.05
845.8,-4.36
857.3,-2.17
868.9,-0.15
880.8,-1.36
892.8,-3.82
904.9,-2.21
917.2,-2.75
929.7,-5.58
942.4,-2.72
955.2,-2.33
968.2,-3.85
981.4,-2.81
994.7,-6.12
1008.3,-5.12
1022.0,-4.90
1035.9,-8.87
1050.0,-6.62
1064.3,-11.00
1078.8,-6.22
1093.5,-8.12
1108.3,-8.04
1123.4,-11.97
1138.7,-6.56
1154.2,-8.40
1169.9,-9.06
1185.8,-8.11
1202.0,-7.66
1218.3,-7.55
1234.9,-7.41
1251.7,-7.85
1268.8,-6.88
1286.0,-6.65
1303.5,-9.64
1321.3,-8.48
1339.3,-7.66
1357.5,-9.05
1376.0,-8.60
1394.7,-8.63
1413.7,-7.97
1432.9,-9.40
1452.4,-7.09
1472.2,-11.90
1492.2,-8.28
1512.5,-8.04
1533.1,-10.61
1554.0,-8.50
1575.1,-9.63
1596.6,-10.38
1618.3,-10.20
1640.3,-9.71
1662.6,-8.61
1685.3,-8.08
1708.2,-7.65
1731.4,-9.70
1755.0,-9.95
1778.9,-6.86
1803.1,-7.33
1827.6,-11.47
1852.5,-7.00
1877.7,-10.64
1903.3,-7.73
1929.2,-8.58
1955.4,-7.19
1982.1,-7.16
2009.0,-6.93
2036.4,-3.73
2064.1,-4.68
2092.2,-3.30
2120.7,-1.60
2149.5,-2.54
2178.8,-4.02
2208.4,-2.99
2238.5,-2.99
2268.9,-1.81
2299.8,-3.06
2331.1,-4.05
2362.9,-3.89
2395.0,-6.71
2427.6,-7.17
2460.6,-6.69
2494.1,-5.12
2528.1,-7.91
2562.5,-8.59
2597.4,-7.47
2632.7,-8.02
2668.5,-9.42
2704.9,-10.23
2741.7,-10.75
2779.0,-8.61
2816.8,-8.57
2855.1,-9.70
2894.0,-9.05
2933.4,-13.81
2973.3,-9.08
3013.8,-8.70
3054.8,-8.79
3096.4,-8.07
3138.5,-10.35
3181.2,-10.19
3224.5,-9.65
3268.4,-7.30
3312.9,-10.39
3358.0,-11.07
3403.7,-9.70
3450.0,-10.02
3497.0,-9.82
3544.6,-8.15
3592.8,-9.68
3641.7,-9.13
3691.3,-10.66
3741.5,-9.52
3792.4,-9.15
3844.0,-8.87
3896.4,-7.73
3949.4,-8.26
4003.1,-7.57
4057.6,-10.71
4112.8,-9.19
4168.8,-9.70
4225.5,-9.22
4283.1,-8.72
4341.4,-9.28
4400.4,-8.41
4460.3,-9.61
4521.0,-9.12
4582.6,-10.26
4644.9,-9.93
4708.1,-8.32
4772.2,-11.49
4837.2,-9.27
4903.0,-11.25
4969.7,-9.49
5037.4,-8.03
5105.9,-10.50
5175.4,-8.07
5245.9,-10.15
5317.3,-8.85
5389.6,-8.89
5463.0,-9.47
5537.3,-9.52
5612.7,-8.17
5689.1,-13.16
5766.5,-9.16
5845.0,-10.65
5924.5,-9.33
6005.2,-10.80
6086.9,-10.98
6169.7,-14.83
6253.7,-10.59
6338.8,-11.35
6425.1,-10.23
6512.5,-11.19
6601.2,-8.67
6691.0,-12.37
6782.1,-8.87
6874.4,-11.17
6967.9,-12.66
7062.8,-9.09
7158.9,-10.59
7256.3,-11.26
7355.1,-9.79
7455.2,-13.70
7556.7,-9.64
7659.5,-9.23
7763.7,-9.10
7869.4,-12.15
7976.5,-9.19
8085.1,-9.12
8195.1,-10.85
8306.6,-10.26
8419.7,-9.91
8534.3,-10.12
8650.4,-10.79
8768.2,-11.18
8887.5,-11.20
9008.5,-10.64
9131.1,-10.65
9255.3,-10.89
9381.3,-10.57
9509.0,-11.41
9638.4,-10.09
9769.6,-10.25
9902.5,-11.37
10037.3,-9.03
10173.9,-9.75
10312.4,-9.90
10452.7,-11.60
10595.0,-11.04
10739.2,-13.15
10885.3,-11.14
11033.5,-13.03
11183.7,-12.58
11335.9,-10.33
11490.1,-12.45
11646.5,-9.45
11805.0,-10.24
11965.7,-10.65
12128.5,-11.17
12293.6,-11.30
12460.9,-9.02
12630.5,-12.80
12802.4,-12.12
12976.7,-11.59
13153.3,-9.90
13332.3,-13.21
13513.7,-14.48
13697.7,-14.63
13884.1,-10.40
14073.0,-10.98
14264.6,-11.21
14458.7,-13.57
14655.5,-11.59
14855.0,-12.16
15057.1,-11.99
15262.1,-11.18
15469.8,-10.71
15680.3,-13.76
15893.7,-14.97
16110.0,-14.54
16329.3,-11.29
16551.5,-10.89
16776.8,-13.07
17005.1,-11.71
17236.6,-13.60
17471.2,-10.77
17708.9,-11.09
17950.0,-12.75
18194.2,-12.93
18441.9,-12.76
18692.9,-14.63
18947.3,-10.15
19205.1,-12.29
19466.5,-12.43
19731.5,-9.38
20000.0,-11.49
