frequency_hz,magnitude_db
207.3,-5.94
210.2,-5.87
213.0,-3.21
215.9,-3.59
218.9,-1.90
221.8,-2.04
224.9,-2.03
227.9,-2.30
231.0,0.00
234.2,-1.89
237.4,-4.06
240.6,-2.52
243.9,-0.42
247.2,-1.20
250.5,-1.61
253.9,-0.17
257.4,-1.67
260.9,-0.68
264.5,-2.59
268.1,-1.52
271.7,-1.18
275.4,-3.26
279.2,-4.60
283.0,-4.38
286.8,-3.59
290.7,-1.20
294.7,-2.75
298.7,-2.16
302.7,-3.35
306.9,-2.80
311.0,-2.28
315.3,-3.81
319.6,-3.33
323.9,-3.40
328.3,-4.16
332.8,-4.03
337.3,-3.36
341.9,-8.45
346.6,-2.48
351.3,-2.03
356.1,-4.79
360.9,-6.16
365.8,-5.39
370.8,-4.52
375.8,-4.81
381.0,-8.48
386.1,-5.91
391.4,-6.60
396.7,-4.96
402.1,-8.10
407.6,-6.45
413.1,-8.38
418.8,-8.39
424.5,-7.98
430.2,-6.96
436.1,-6.79
442.0,-10.15
448.0,-10.42
454.1,-9.78
460.3,-7.53
466.6,-9.81
472.9,-7.04
479.4,-12.67
485.9,-9.06
492.5,-9.01
499.2,-9.43
506.0,-8.94
512.9,-7.40
519.9,-10.04
527.0,-9.37
534.1,-9.70
541.4,-10.76
548.8,-7.63
556.2,-7.94
563.8,-9.52
571.5,-9.05
579.3,-7.55
587.1,-10.47
595.1,-8.91
603.2,-8.27
611.4,-10.86
619.8,-9.86
628.2,-9.80
636.7,-11.04
645.4,-9.46
654.2,-9.13
663.1,-10.27
672.1,-7.82
681.3,-8.60
690.5,-8.42
699.9,-8.61
709.5,-7.41
719.1,-9.42
728.9,-9.40
738.8,-11.77
748.9,-8.31
759.1,-9.49
769.4,-9.12
779.9,-8.94
790.5,-9.44
801.3,-7.65
812.2,-9.89
823.2,-10.86
834.4,-9.58
845.8,-10.50
857.3,-9.58
868.9,-8.83
880.8,-8.70
892.8,-8.12
904.9,-6.53
917.2,-10.94
929.7,-9.51
942.4,-8.33
955.2,-9.71
968.2,-8.60
981.4,-11.44
994.7,-9.13
1008.3,-6.63
1022.0,-9.69
1035.9,-9.64
1050.0,-8.04
1064.3,-8.04
1078.8,-7.13
1093.5,-7.34
1108.3,-8.65
1123.4,-6.80
1138.7,-11.69
1154.2,-9.23
1169.9,-7.65
1185.8,-8.96
1202.0,-8.78
1218.3,-8.10
1234.9,-8.84
1251.7,-8.96
1268.8,-8.78
1286.0,-9.99
1303.5,-9.69
1321.3,-7.51
1339.3,-10.78
1357.5,-9.33
1376.0,-9.60
1394.7,-8.44
1413.7,-9.26
1432.9,-8.33
1452.4,-9.81
1472.2,-8.76
1492.2,-10.43
1512.5,-10.13
1533.1,-8.41
1554.0,-8.02
1575.1,-6.77
1596.6,-9.71
1618.3,-8.58
1640.3,-9.54
1662.6,-9.77
1685.3,-11.09
1708.2,-9.93
1731.4,-10.22
1755.0,-8.80
1778.9,-9.58
1803.1,-9.02
1827.6,-11.84
1852.5,-9.78
1877.7,-10.32
1903.3,-10.06
1929.2,-8.65
1955.4,-8.98
1982.1,-10.28
2009.0,-12.44
2036.4,-9.13
2064.1,-10.09
2092.2,-9.24
2120.7,-7.66
2149.5,-6.44
2178.8,-6.61
2208.4,-4.94
2238.5,-1.65
2268.9,-3.24
2299.8,-1.51
2331.1,-0.98
2362.9,-4.48
2395.0,-3.70
2427.6,-7.44
2460.6,-7.06
2494.1,-8.19
2528.1,-9.05
2562.5,-9.58
2597.4,-9.25
2632.7,-9.95
2668.5,-9.74
2704.9,-6.32
2741.7,-8.33
2779.0,-4.99
2816.8,-6.47
2855.1,-4.65
2894.0,-2.52
2933.4,-2.17
2973.3,-4.33
3013.8,-3.38
3054.8,-4.40
3096.4,-1.46
3138.5,-4.30
3181.2,-4.69
3224.5,-8.26
3268.4,-6.04
3312.9,-9.83
3358.0,-7.57
3403.7,-9.96
3450.0,-8.48
3497.0,-8.05
3544.6,-10.21
3592.8,-10.22
3641.7,-10.88
3691.3,-8.44
3741.5,-8.91
3792.4,-10.73
3844.0,-12.33
3896.4,-12.40
3949.4,-10.39
4003.1,-11.88
4057.6,-10.72
4112.8,-8.85
4168.8,-7.49
4225.5,-10.88
4283.1,-13.35
4341.4,-10.10
4400.4,-13.03
4460.3,-11.27
4521.0,-10.25
4582.6,-10.07
4644.9,-9.58
4708.1,-8.72
4772.2,-9.59
4837.2,-12.11
4903.0,-9.82
4969.7,-10.17
5037.4,-11.62
5105.9,-8.62
5175.4,-10.70
5245.9,-11.34
5317.3,-11.14
5389.6,-10.58
5463.0,-10.24
5537.3,-11.74
5612.7,-9.93
5689.1,-9.84
5766.5,-10.76
5845.0,-10.14
5924.5,-9.52
6005.2,-9.86
6086.9,-11.67
6169.7,-10.49
6253.7,-9.44
6338.8,-9.30
6425.1,-11.36
6512.5,-12.16
6601.2,-10.27
6691.0,-11.40
6782.1,-10.60
6874.4,-10.92
6967.9,-10.51
7062.8,-10.88
7158.9,-10.03
7256.3,-7.95
7355.1,-12.82
7455.2,-12.87
7556.7,-10.59
7659.5,-10.38
7763.7,-8.56
7869.4,-14.28
7976.5,-10.22
8085.1,-10.35
8195.1,-10.31
8306.6,-13.04
8419.7,-10.28
8534.3,-9.52
8650.4,-12.44
8768.2,-8.94
8887.5,-11.69
9008.5,-11.19
9131.1,-10.59
9255.3,-10.69
9381.3,-13.24
9509.0,-10.67
9638.4,-9.76
9769.6,-9.71
9902.5,-11.02
10037.3,-10.07
10173.9,-11.48
10312.4,-10.43
10452.7,-9.76
10595.0,-8.61
10739.2,-11.10
10885.3,-11.01
11033.5,-12.85
11183.7,-12.43
11335.9,-10.20
11490.1,-10.07
11646.5,-13.20
11805.0,-11.35
11965.7,-11.76
12128.5,-11.15
12293.6,-10.54
12460.9,-11.58
12630.5,-13.26
12802.4,-11.69
12976.7,-10.70
13153.3,-11.49
13332.3,-11.94
13513.7,-12.42
13697.7,-13.02
13884.1,-11.04
14073.0,-12.28
14264.6,-12.11
14458.7,-13.21
14655.5,-10.40
14855.0,-12.14
15057.1,-12.93
15262.1,-11.02
15469.8,-13.15
15680.3,-9.74
15893.7,-10.39
16110.0,-12.03
16329.3,-12.91
16551.5,-12.91
16776.8,-12.26
17005.1,-10.94
17236.6,-12.72
17471.2,-11.95
17708.9,-13.40
17950.0,-11.51
18194.2,-13.53
18441.9,-12.31
18692.9,-13.58
18947.3,-13.11
19205.1,-11.59
19466.5,-11.23
19731.5,-12.58
20000.0,-9.86
